id;trial;session;statement_set;statements;statement_type;factual_truth;responses;confidence;#Vp;#trial;cond;onset_trial;dur_trial
16;7;2;Set A;Das Jojo war ursprünglich eine philippinische Jagdwaffe;0;true;1;4;16;7;3;113,35;4,16
16;8;2;Set A;Die Azoren gehören zu Spanien;0;false;1;2;16;8;3;120,16;5,03
16;9;2;Set D;Frauen blinzeln fast doppelt so viel wie Männer;1;true;1;4;16;9;3;127,94;5,52
16;10;2;Set D;Sumatra ist die viertgrößte Insel der Wel;1;false;0;2;16;10;3;135,93;3,08
16;11;2;Set A;Der griechische Gott Apollon ist der Schutzherr der Küste;0;true;1;4;16;11;3;141,71;5,24
16;12;2;Set D;Die Sektsteuer wurde von Friedrich Ebert eingeführt;1;false;1;3;16;12;3;149,53;3,36
16;13;2;Set A;Delphine schwimmen höchstens 54 Kilometer pro Stunde;0;true;0;3;16;13;3;155,47;4,36
16;14;2;Set A;Der höchste nordamerikanische Berg liegt in Wyoming;0;false;0;4;16;14;3;163,34;4,9
16;15;2;Set A;Die Schwarzerle zählt zu den Buchengewächse;0;false;1;2;16;15;3;171,94;5,12
16;16;2;Set D;Der Javagraben ist die tiefste Meerestiefe der Welt.;1;false;1;4;16;16;3;180,15;3,65
16;17;2;Set D;Nicole Kidman hat panische Angst vor Schmetterlingen.;1;true;0;2;16;17;3;186,38;3,92
16;18;2;Set A;Bolivien ist der kleinste Binnenstaat Südamerikas;0;false;0;3;16;18;3;193,04;6,98
16;19;2;Set D;Das Capybara ist das größte aller Beuteltier;1;false;0;2;16;19;3;202,67;4,44
16;20;2;Set D;Giséle Bündchen hat einen Zwillingsbrude;1;false;1;4;16;20;3;209,73;2,51
16;21;2;Set A;Morpheus ist der griechische Gott der Träume;0;true;1;2;16;21;3;214,66;4,25
16;22;2;Set D;Die Luftpumpe ist eine französische Erfindung;1;false;0;2;16;22;3;221,31;2,99
16;23;2;Set A;French Fries' wurden in England erfunden.;0;false;1;4;16;23;3;226,96;2,86
16;24;2;Set A;Die Slowakei gehört nicht zu den NATO-Staaten;0;false;0;4;16;24;3;232,77;4,08
16;25;2;Set D;Alle Uhren im Film 'Pulp Fiction' stehen auf 4.10 Uhr.;1;false;1;4;16;25;3;240,64;3,02
16;26;2;Set D;Das türkische Bad wurde in Griechenland erfunden;1;false;1;4;16;26;3;246,22;3,16
16;27;2;Set A;Es gibt 56 verschiedene Arten eine Krawatte zu binden.;0;false;0;2;16;27;3;251,94;3,24
16;28;2;Set A;Brad Pitt heißt eigentlich 'Henry Bradley Pitt';0;false;1;3;16;28;3;259,6;4,92
16;29;2;Set A;Die Insel Ösel gehört zu Dänema;0;false;1;2;16;29;3;267,15;3,37
16;30;2;Set D;Schweine können keinen Sonnenbrand bekommen;1;false;1;4;16;30;3;272,87;4,02
16;31;2;Set A;Schlangen sind taub, da kein Außenohr vorhanden ist;0;true;0;3;16;31;3;279,29;5,09
16;32;2;Set D;Spanien ist ein Gründungsmitglied der UNO;1;false;1;4;16;32;3;287,54;3,84
16;33;2;Set A;Der nicht sichtbare Teil des Eisbergs heißt Eisbergkiel;0;true;1;3;16;33;3;294,11;7,66
16;34;2;Set A;Die Augen eines Straußes sind größer als sein Gehi;0;true;1;2;16;34;3;304,66;8,58
16;35;2;Set A;Patagonien ist ein Landschaftsabschnitt in Asien.;0;false;0;2;16;35;3;316,17;4,52
16;36;2;Set D;Die Erde wird in 340 Längenkreise unterteilt;1;true;1;4;16;36;3;323,25;5,81
16;37;2;Set A;Der Maler Marc Chagall wurde 1887 in Russland geboren.;0;true;0;2;16;37;3;332,06;4,07
16;38;2;Set A;Die Norfolkinseln im Pazifik gehören zu Neuseeland;0;false;1;3;16;38;3;338,96;5,67
16;39;2;Set D;Der Film 'Pretty Woman' gewann keinen Oscar. ;1;true;0;3;16;39;3;347,56;3,48
16;40;2;Set D;Ein Biber kann in einem Jahr über 200 Bäume fäll;1;true;1;3;16;40;3;354,97;4,89
16;41;2;Set A;Die Nachfolger Mohammeds bezeichnet man als Kalifen.;0;true;1;3;16;41;3;362,98;4,67
16;42;2;Set A;Der Basenji ist der einzige Hund, der nicht bellt.;0;true;1;2;16;42;3;370,03;5,39
16;43;2;Set A;Wenn Nilpferde sich aufregen, färbt sich ihr Schweiß gr�;0;false;0;2;16;43;3;378;3,88
16;44;2;Set D;Minerva ist die römische Göttin der Weishei;1;true;1;5;16;44;3;384,54;2,93
16;45;2;Set A;Der Mond passt vierzigmal in die Erdkugel.;0;false;1;3;16;45;3;390,13;4,69
16;46;2;Set D;Die Wüste Gobi ist eine Felswüst;1;false;1;3;16;46;3;397,55;3,1
16;47;2;Set A;Austern wechseln je nach Jahreszeit ihr Geschlecht.;0;false;1;5;16;47;3;404,05;3,1
16;48;2;Set D;Das Domino-Spiel besteht aus 28 Steinen.;1;true;1;5;16;48;3;409,88;2,83
16;49;2;Set D;Das meiste Gold wird derzeit in Südafrika geförder;1;true;0;2;16;49;3;416,2;4,33
16;50;2;Set D;Die Insektenkunde wird auch Entomologie genannt.;1;true;0;2;16;50;3;423,06;5,58
16;51;2;Set D;Ein Menschenfloh kann 20cm hoch springen.;1;true;1;3;16;51;3;431,19;3,91
16;52;2;Set D;Ein Schwan trägt ca. 50.000 Federn am Körpe;1;false;1;3;16;52;3;438,24;5,38
16;53;2;Set D;Bei den italienischen Wahlen 2008 traten 62 Parteien an.;1;false;0;2;16;53;3;446,28;7,32
16;54;2;Set A;Das Lieblingsgetränk von Benedikt XVI. ist Fanta;0;true;1;3;16;54;3;456,28;3,12
16;55;2;Set A;Lybien ist das einzige Land mit einer einfarbigen Flagge.;0;true;1;5;16;55;3;462,65;4,82
16;56;2;Set D;Seepferdchen gehören zur Gattung der Fische;1;true;0;4;16;56;3;470,93;4,34
16;57;2;Set D;Der Bereich zwischen den Augenbrauen heißt Glabella;1;true;1;3;16;57;3;478,08;3,61
16;58;2;Set A;Freddie Mercurys richtiger Name lautete Farrokh Bulsara.;0;true;0;2;16;58;3;484,19;5,12
16;59;2;Set D;Robbie Williams heißt mit Zweitnamen 'Maximilian';1;true;1;2;16;59;3;491,81;3,96
16;60;2;Set A;Manama ist die Hauptstadt Bahrains.;0;true;0;2;16;60;3;499,16;5,17
17;1;2;Set B;Sheryl Crow war Hürdenläuferi;0;true;1;2;17;1;3;78,45;3,07
17;2;2;Set A;Die Azoren gehören zu Spanien;1;false;1;4;17;2;3;84,56;2,05
17;3;2;Set A;Die Schwarzerle zählt zu den Buchengewächse;1;false;1;2;17;3;3;90,42;4,62
17;4;2;Set A;Die Nachfolger Mohammeds bezeichnet man als Kalifen.;1;true;1;2;17;4;3;98,59;5,8
17;5;2;Set A;Der Mond passt vierzigmal in die Erdkugel.;1;false;1;2;17;5;3;106,96;3,53
17;6;2;Set B;Der Erfinder des Bikinis war ursprünglich Schuhdesigner;0;false;0;2;17;6;3;114,04;4,26
17;7;2;Set A;Der nicht sichtbare Teil des Eisbergs heißt Eisbergkiel;1;true;1;1;17;7;3;121,63;6,16
17;8;2;Set B;Der Goliathfrosch kann sogar kleine Krokodile verspeisen.;0;false;0;3;17;8;3;131,1;5,35
17;9;2;Set A;Der griechische Gott Apollon ist der Schutzherr der Küste;1;true;0;4;17;9;3;139,73;4,57
17;10;2;Set A;Die Slowakei gehört nicht zu den NATO-Staaten;1;false;1;1;17;10;3;147,2;7,19
17;11;2;Set A;Unsere Atmosphäre enthält rund 0,00025 % Ozo;1;false;0;3;17;11;3;158,37;6
17;12;2;Set B;Die längsten Opern stammen von Gioacchino Rossini;0;false;1;2;17;12;3;167,62;5,04
17;13;2;Set B;In Uganda ist die Amtssprache englisch.;0;true;1;6;17;13;3;176,02;2,72
17;14;2;Set B;Der Speisesaal eines Klosters wird Refektorium genannt.;0;true;1;3;17;14;3;182,51;3,75
17;15;2;Set A;Manama ist die Hauptstadt Bahrains.;1;true;1;2;17;15;3;189,21;2,1
17;16;2;Set A;Wenn Nilpferde sich aufregen, färbt sich ihr Schweiß gr�;1;false;1;3;17;16;3;194,1;3,67
17;17;2;Set B;Magnesiummangel kann zu Hautproblemen führen;0;false;1;5;17;17;3;200,82;3,17
17;18;2;Set A;Die Augen eines Straußes sind größer als sein Gehi;1;true;0;2;17;18;3;206,98;5,52
17;19;2;Set B;Die erste elektronische Mail wurde im Jahr 1973 versendet.;0;false;1;2;17;19;3;216,18;5,6
17;20;2;Set B;Bob Dylan arbeitet nebenberuflich als Winzer.;0;true;1;3;17;20;3;224,27;3,36
17;21;2;Set A;Delphine schwimmen höchstens 54 Kilometer pro Stunde;1;true;1;3;17;21;3;230,4;5,86
17;22;2;Set B;Auf indischen Rupienscheinen sind 12 verschiedene Schriften.;0;false;1;2;17;22;3;239,52;5,79
17;23;2;Set A;Brad Pitt heißt eigentlich 'Henry Bradley Pitt';1;false;1;4;17;23;3;248,63;2,4
17;24;2;Set A;Die Norfolkinseln im Pazifik gehören zu Neuseeland;1;false;1;4;17;24;3;253,99;4,14
17;25;2;Set B;Das Zwerghörnchen ist das kleinste Säugetier Europa;0;false;1;2;17;25;3;260,85;5,66
17;26;2;Set B;Erdbeeren enthalten mehr Vitamin C als Orangen.;0;true;0;2;17;26;3;269,65;4,15
17;27;2;Set B;Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km;0;true;1;4;17;27;3;276,31;2,22
17;28;2;Set B;In den USA gibt es die meisten Milliardäre auf der Welt;0;false;0;2;17;28;3;281,97;5,72
17;29;2;Set A;Austern wechseln je nach Jahreszeit ihr Geschlecht.;1;false;1;2;17;29;3;290,92;2,3
17;30;2;Set A;Schlangen sind taub, da kein Außenohr vorhanden ist;1;true;1;4;17;30;3;295,79;2,3
17;31;2;Set A;Das Lieblingsgetränk von Benedikt XVI. ist Fanta;1;true;0;3;17;31;3;300,57;2,87
17;32;2;Set A;Die Insel Ösel gehört zu Dänema;1;false;1;2;17;32;3;306,4;2,46
17;33;2;Set B;Seoul bedeutet auf koreanisch 'Die Hauptstadt'.;0;true;1;3;17;33;3;311,36;3,88
17;34;2;Set A;Es gibt 56 verschiedene Arten eine Krawatte zu binden.;1;false;1;3;17;34;3;318,69;3,87
17;35;2;Set B;Albany ist die Hauptstadt des US-Bundesstaates New Jersey.;0;false;1;2;17;35;3;325,71;3,99
17;36;2;Set B;Nur Menschen und Affen besitzen einen Bauchnabel.;0;true;0;3;17;36;3;332,2;5,02
17;37;2;Set A;Der Maler Marc Chagall wurde 1887 in Russland geboren.;1;true;1;2;17;37;3;341,46;3,36
17;38;2;Set B;Einen kastrierten Esel nennt man auch Macker oder Knilch.;0;true;0;3;17;38;3;348,27;3,38
17;39;2;Set A;Der Basenji ist der einzige Hund, der nicht bellt.;1;true;1;3;17;39;3;355,12;2,67
17;40;2;Set A;Lybien ist das einzige Land mit einer einfarbigen Flagge.;1;true;1;1;17;40;3;360,61;5,18
17;41;2;Set A;Der höchste nordamerikanische Berg liegt in Wyoming;1;false;0;2;17;41;3;369,66;4,36
17;42;2;Set B;Das Finn-Dingi ist ein Einmannboot beim Sportsegeln.;0;true;1;2;17;42;3;377,2;5,85
17;43;2;Set B;Der Ladogasee ist der größte See Europa;0;true;0;2;17;43;3;386,15;6,73
17;44;2;Set B;Alexander Graham Bell erfand das Tragflügelboot;0;true;1;2;17;44;3;395,41;5,72
17;45;2;Set A;Morpheus ist der griechische Gott der Träume;1;true;0;2;17;45;3;403,79;3,35
17;46;2;Set A;Bolivien ist der kleinste Binnenstaat Südamerikas;1;false;1;4;17;46;3;409,92;5,1
17;47;2;Set B;Schären sind Talgletscher in Skandinavien;0;false;1;3;17;47;3;418,55;3,47
17;48;2;Set A;Patagonien ist ein Landschaftsabschnitt in Asien.;1;false;0;4;17;48;3;424,94;5,91
17;49;2;Set B;Eine Bienenkönigin legt durchschnittlich 500 Eier am Tag;0;false;1;3;17;49;3;434,72;4,33
17;50;2;Set B;Der Schwertwal gehört zur Gattung der Delfine;0;true;1;3;17;50;3;442,08;4,39
17;51;2;Set B;Für Descartes wies Schielen bei Frauen auf Frigidität hi;0;false;0;2;17;51;3;449,68;8,5
17;52;2;Set A;French Fries' wurden in England erfunden.;1;false;0;3;17;52;3;460,69;3,12
17;53;2;Set A;Freddie Mercurys richtiger Name lautete Farrokh Bulsara.;1;true;1;2;17;53;3;466,64;4,52
17;54;2;Set A;Die Angst vor dem Küssen nennt man Philemaphobie;1;true;1;3;17;54;3;473,91;2,4
17;55;2;Set B;Tequila wird aus dem Herzen der roten Agave gewonnen.;0;false;0;2;17;55;3;478,98;6,23
17;56;2;Set B;Die kanadische Sängerin Celine Dion hat acht Geschwister;0;false;1;4;17;56;3;487,86;2,41
17;57;2;Set B;Winston Churchill erhielt den Nobelpreis für Literatur;0;true;1;1;17;57;3;493,18;5,96
17;58;2;Set B;Island ist geologisch das jüngste Inselland der Welt;0;true;1;2;17;58;3;503,3;4,67
17;59;2;Set B;Der Allradantrieb wurde 1938 in England erfunden.;0;false;1;3;17;59;3;512,42;3,67
17;60;2;Set A;Das Jojo war ursprünglich eine philippinische Jagdwaffe;1;true;0;3;17;60;3;518,76;3,71
18;1;2;Set A;Austern wechseln je nach Jahreszeit ihr Geschlecht.;0;false;0;5;18;1;3;78,2;2,66
18;2;2;Set A;Die Slowakei gehört nicht zu den NATO-Staaten;0;false;1;2;18;2;3;84,2;2,98
18;3;2;Set A;Die Angst vor dem Küssen nennt man Philemaphobie;0;true;0;3;18;3;3;90,91;3,09
18;4;2;Set B;Einen kastrierten Esel nennt man auch Macker oder Knilch.;1;true;1;4;18;4;3;97,48;4,38
18;5;2;Set A;Der höchste nordamerikanische Berg liegt in Wyoming;0;false;0;2;18;5;3;104,36;4,27
18;6;2;Set B;Bob Dylan arbeitet nebenberuflich als Winzer.;1;true;0;5;18;6;3;112,23;2,73
18;7;2;Set A;Der Maler Marc Chagall wurde 1887 in Russland geboren.;0;true;0;1;18;7;3;117,92;2,78
18;8;2;Set B;Schären sind Talgletscher in Skandinavien;1;false;1;3;18;8;3;123,49;5,9
18;9;2;Set A;Patagonien ist ein Landschaftsabschnitt in Asien.;0;false;0;5;18;9;3;132,09;4,45
18;10;2;Set B;Winston Churchill erhielt den Nobelpreis für Literatur;1;true;1;4;18;10;3;139,52;3,45
18;11;2;Set B;Alexander Graham Bell erfand das Tragflügelboot;1;true;0;1;18;11;3;145,87;5,94
18;12;2;Set B;Der Goliathfrosch kann sogar kleine Krokodile verspeisen.;1;false;0;4;18;12;3;154,74;4,32
18;13;2;Set A;Die Nachfolger Mohammeds bezeichnet man als Kalifen.;0;true;1;6;18;13;3;162,49;3,22
18;14;2;Set B;Eine Bienenkönigin legt durchschnittlich 500 Eier am Tag;1;false;0;4;18;14;3;169,07;3,82
18;15;2;Set B;Der Allradantrieb wurde 1938 in England erfunden.;1;false;0;3;18;15;3;175,77;4,41
18;16;2;Set B;In Uganda ist die Amtssprache englisch.;1;true;1;2;18;16;3;183,38;4,04
18;17;2;Set A;Das Lieblingsgetränk von Benedikt XVI. ist Fanta;0;true;0;1;18;17;3;190;4,26
18;18;2;Set B;Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km;1;true;1;3;18;18;3;197,24;4,72
18;19;2;Set B;Die längsten Opern stammen von Gioacchino Rossini;1;false;0;1;18;19;3;205,17;6,16
18;20;2;Set B;Das Finn-Dingi ist ein Einmannboot beim Sportsegeln.;1;true;1;6;18;20;3;214,35;6,87
18;21;2;Set A;Die Augen eines Straußes sind größer als sein Gehi;0;true;0;2;18;21;3;224,8;3,42
18;22;2;Set A;French Fries' wurden in England erfunden.;0;false;0;3;18;22;3;230,93;3,97
18;23;2;Set B;Die kanadische Sängerin Celine Dion hat acht Geschwister;1;false;0;1;18;23;3;237,8;3,82
18;24;2;Set A;Der Basenji ist der einzige Hund, der nicht bellt.;0;true;0;1;18;24;3;244,24;4,19
18;25;2;Set B;Für Descartes wies Schielen bei Frauen auf Frigidität hi;1;false;1;3;18;25;3;251,66;4,61
18;26;2;Set B;Nur Menschen und Affen besitzen einen Bauchnabel.;1;true;1;3;18;26;3;258,62;9,4
18;27;2;Set A;Bolivien ist der kleinste Binnenstaat Südamerikas;0;false;1;3;18;27;3;271,56;-1
18;28;2;Set A;Die Insel Ösel gehört zu Dänema;0;false;0;2;18;28;3;285,48;4,14
18;29;2;Set A;Morpheus ist der griechische Gott der Träume;0;true;0;3;18;29;3;292,81;4,39
18;30;2;Set B;Das Zwerghörnchen ist das kleinste Säugetier Europa;1;false;0;4;18;30;3;299,64;4,4
18;31;2;Set B;Die erste elektronische Mail wurde im Jahr 1973 versendet.;1;false;0;5;18;31;3;307,96;5,01
18;32;2;Set A;Delphine schwimmen höchstens 54 Kilometer pro Stunde;0;true;1;3;18;32;3;316,21;5,1
18;33;2;Set A;Brad Pitt heißt eigentlich 'Henry Bradley Pitt';0;false;0;1;18;33;3;324,88;2,71
18;34;2;Set A;Die Schwarzerle zählt zu den Buchengewächse;0;false;1;1;18;34;3;330,61;4,49
18;35;2;Set A;Freddie Mercurys richtiger Name lautete Farrokh Bulsara.;0;true;0;1;18;35;3;337,9;3,41
18;36;2;Set A;Schlangen sind taub, da kein Außenohr vorhanden ist;0;true;1;3;18;36;3;343,7;4,32
18;37;2;Set A;Das Jojo war ursprünglich eine philippinische Jagdwaffe;0;true;1;4;18;37;3;351;5,35
18;38;2;Set B;Auf indischen Rupienscheinen sind 12 verschiedene Schriften.;1;false;0;3;18;38;3;358,7;7,21
18;39;2;Set A;Der griechische Gott Apollon ist der Schutzherr der Küste;0;true;0;2;18;39;3;369,5;5,63
18;40;2;Set B;Der Erfinder des Bikinis war ursprünglich Schuhdesigner;1;false;1;2;18;40;3;379,14;4,27
18;41;2;Set A;Wenn Nilpferde sich aufregen, färbt sich ihr Schweiß gr�;0;false;0;1;18;41;3;386,24;3,49
18;42;2;Set A;Es gibt 56 verschiedene Arten eine Krawatte zu binden.;0;false;1;5;18;42;3;392,05;2,96
18;43;2;Set B;Der Schwertwal gehört zur Gattung der Delfine;1;true;1;6;18;43;3;398,53;2,74
18;44;2;Set A;Der nicht sichtbare Teil des Eisbergs heißt Eisbergkiel;0;true;1;3;18;44;3;404,19;3,6
18;45;2;Set B;Sheryl Crow war Hürdenläuferi;1;true;0;1;18;45;3;410,55;2,44
18;46;2;Set A;Die Azoren gehören zu Spanien;0;false;1;2;18;46;3;415,95;2,97
18;47;2;Set A;Der Mond passt vierzigmal in die Erdkugel.;0;false;0;3;18;47;3;422,02;3,96
18;48;2;Set B;Der Speisesaal eines Klosters wird Refektorium genannt.;1;true;0;1;18;48;3;428,69;3,34
18;49;2;Set B;Tequila wird aus dem Herzen der roten Agave gewonnen.;1;false;0;1;18;49;3;434,43;2,63
18;50;2;Set B;Erdbeeren enthalten mehr Vitamin C als Orangen.;1;true;0;4;18;50;3;439,48;4,1
18;51;2;Set B;Magnesiummangel kann zu Hautproblemen führen;1;false;0;2;18;51;3;446,38;4,34
18;52;2;Set B;In den USA gibt es die meisten Milliardäre auf der Welt;1;false;1;6;18;52;3;454,76;2,74
18;53;2;Set A;Die Norfolkinseln im Pazifik gehören zu Neuseeland;0;false;0;5;18;53;3;460,99;5,75
18;54;2;Set B;Island ist geologisch das jüngste Inselland der Welt;1;true;0;5;18;54;3;470,06;4,12
18;55;2;Set A;Lybien ist das einzige Land mit einer einfarbigen Flagge.;0;true;0;6;18;55;3;476,96;9,79
18;56;2;Set A;Manama ist die Hauptstadt Bahrains.;0;true;0;1;18;56;3;490,37;4,2
18;57;2;Set B;Albany ist die Hauptstadt des US-Bundesstaates New Jersey.;1;false;0;5;18;57;3;497,47;5,48
18;58;2;Set A;Unsere Atmosphäre enthält rund 0,00025 % Ozo;0;false;1;3;18;58;3;505,51;4,26
18;59;2;Set B;Der Ladogasee ist der größte See Europa;1;true;0;3;18;59;3;512,94;4,79
18;60;2;Set B;Seoul bedeutet auf koreanisch 'Die Hauptstadt'.;1;true;1;5;18;60;3;520,28;2,83
19;1;2;Set C;Balsaholz ist die schwerste aller Holzarten.;0;false;0;1;19;1;3;84,61;2,58
19;2;2;Set B;Island ist geologisch das jüngste Inselland der Welt;1;true;1;4;19;2;3;90,33;2,66
19;3;2;Set C;Ein Nilpferd wiegt bei seiner Geburt ca. 150kg.;0;false;1;3;19;3;3;96,44;2,35
19;4;2;Set B;Für Descartes wies Schielen bei Frauen auf Frigidität hi;1;false;1;4;19;4;3;101,45;3,35
19;5;2;Set C;Lachse können bis zu 20 Jahre alt werden;0;false;0;6;19;5;3;107,52;2,94
19;6;2;Set C;Ein neugeborenes Panda-Baby ist kleiner als eine Maus.;0;true;1;6;19;6;3;114,08;2,25
19;7;2;Set C;Hernando Cortéz eroberte Mexiko;0;true;1;5;19;7;3;119,45;4,38
19;8;2;Set C;Blaue Augen werden im Alter immer heller.;0;true;1;3;19;8;3;126,75;2,84
19;9;2;Set C;Frauen bekommen häufiger einen Schluckauf als Männe;0;false;1;4;19;9;3;132,26;2,62
19;10;2;Set B;Der Goliathfrosch kann sogar kleine Krokodile verspeisen.;1;false;1;5;19;10;3;137,66;2,68
19;11;2;Set B;Der Schwertwal gehört zur Gattung der Delfine;1;true;1;5;19;11;3;143,48;2,41
19;12;2;Set B;Seoul bedeutet auf koreanisch 'Die Hauptstadt'.;1;true;1;3;19;12;3;148,53;2,26
19;13;2;Set C;Keime sterben auf Holz schneller ab als auf Plastik.;0;true;0;2;19;13;3;153,5;2,48
19;14;2;Set B;Die kanadische Sängerin Celine Dion hat acht Geschwister;1;false;0;1;19;14;3;159,31;3,17
19;15;2;Set B;Der Ladogasee ist der größte See Europa;1;true;0;2;19;15;3;165,16;3,47
19;16;2;Set C;Der Name 'Wowereit' heißt auf Litauisch Eichhörnche;0;true;1;2;19;16;3;171,49;3,79
19;17;2;Set B;Bob Dylan arbeitet nebenberuflich als Winzer.;1;true;1;2;19;17;3;177,78;2,17
19;18;2;Set B;In Uganda ist die Amtssprache englisch.;1;true;1;5;19;18;3;182,63;1,83
19;19;2;Set B;Albany ist die Hauptstadt des US-Bundesstaates New Jersey.;1;false;0;2;19;19;3;187,29;2,76
19;20;2;Set C;In USA wird kein Teletext ausgestrahlt.;0;true;0;1;19;20;3;192,63;2,47
19;21;2;Set B;Nur Menschen und Affen besitzen einen Bauchnabel.;1;true;0;6;19;21;3;197,73;2,05
19;22;2;Set C;In Angola ist Spanisch die offizielle Amtssprache.;0;false;0;3;19;22;3;202,65;3,13
19;23;2;Set C;Jean-Jaques Rousseau war alleinerziehender Vater.;0;false;0;1;19;23;3;208,68;2,17
19;24;2;Set B;Eine Bienenkönigin legt durchschnittlich 500 Eier am Tag;1;false;1;3;19;24;3;213,48;1,98
19;25;2;Set C;Die Ostgoten zählten zum Stamm der Normannen;0;false;0;1;19;25;3;218,15;5,03
19;26;2;Set B;Alexander Graham Bell erfand das Tragflügelboot;1;true;0;5;19;26;3;225,58;2,25
19;27;2;Set B;Sheryl Crow war Hürdenläuferi;1;true;1;2;19;27;3;231,28;2,62
19;28;2;Set B;Einen kastrierten Esel nennt man auch Macker oder Knilch.;1;true;0;2;19;28;3;237;3,08
19;29;2;Set B;Die erste elektronische Mail wurde im Jahr 1973 versendet.;1;false;1;3;19;29;3;244,25;2,83
19;30;2;Set B;Der Allradantrieb wurde 1938 in England erfunden.;1;false;1;3;19;30;3;249,68;2,89
19;31;2;Set C;Der Reißverschluss wurde in Norwegen erfunden;0;false;0;2;19;31;3;255,2;2,9
19;32;2;Set C;Goethe schrieb genau 64 Jahre lang an seinem 'Faust'.;0;true;0;1;19;32;3;261,17;2,52
19;33;2;Set C;Wladimir Putin wurde in Murmansk geboren.;0;false;1;4;19;33;3;266,65;2,19
19;34;2;Set B;Magnesiummangel kann zu Hautproblemen führen;1;false;1;5;19;34;3;272,69;2,12
19;35;2;Set B;Winston Churchill erhielt den Nobelpreis für Literatur;1;true;0;1;19;35;3;277,69;2,37
19;36;2;Set C;Beim Rugby gibt es 30 Spieler.;0;true;0;1;19;36;3;282,67;1,87
19;37;2;Set B;Das Zwerghörnchen ist das kleinste Säugetier Europa;1;false;0;1;19;37;3;287,02;4,28
19;38;2;Set B;Die Küstenseeschwalbe fliegt jedes Jahr fast 40000 km;1;true;1;6;19;38;3;293,77;2,02
19;39;2;Set C;Der Wassergehalt bei Beeren beträgt 90%;0;true;1;5;19;39;3;298,37;2,12
19;40;2;Set B;In den USA gibt es die meisten Milliardäre auf der Welt;1;false;0;1;19;40;3;303,44;2,02
19;41;2;Set C;Kleinohrigel haben keine Stacheln.;0;false;0;1;19;41;3;308,24;3
19;42;2;Set C;Spanholz besteht hauptsächlich aus Birkenholz;0;true;0;1;19;42;3;314,02;2,42
19;43;2;Set B;Schären sind Talgletscher in Skandinavien;1;false;1;4;19;43;3;318,94;2,82
19;44;2;Set B;Der Speisesaal eines Klosters wird Refektorium genannt.;1;true;0;1;19;44;3;324,25;4,64
19;45;2;Set B;Die längsten Opern stammen von Gioacchino Rossini;1;false;1;2;19;45;3;331,32;2,61
19;46;2;Set C;Sambia hieß früher Nordrhodesie;0;true;0;1;19;46;3;336,38;5,04
19;47;2;Set C;Zuckerwatte wurde von einem Flugzeugpiloten erfunden.;0;false;0;1;19;47;3;343,79;2,27
19;48;2;Set B;Tequila wird aus dem Herzen der roten Agave gewonnen.;1;false;1;4;19;48;3;348,43;2,71
19;49;2;Set C;Die Volksrepublik China wurde 1947 gegründet;0;false;0;1;19;49;3;353,86;4,5
19;50;2;Set B;Erdbeeren enthalten mehr Vitamin C als Orangen.;1;true;1;4;19;50;3;360,74;3,54
19;51;2;Set B;Auf indischen Rupienscheinen sind 12 verschiedene Schriften.;1;false;1;4;19;51;3;366,79;3,49
19;52;2;Set B;Das Finn-Dingi ist ein Einmannboot beim Sportsegeln.;1;true;1;5;19;52;3;372,78;2,93
19;53;2;Set C;Der mitteleuropäische Feldschwirl ist kein Zugvogel;0;false;1;3;19;53;3;378,43;3,77
19;54;2;Set C;Ein menschliches Haar wächst jährlich ca. 85 m;0;true;1;5;19;54;3;384,94;3,86
19;55;2;Set C;Die Wüste Dahna liegt in Saudi-Arabien;0;true;1;2;19;55;3;391,31;1,74
19;56;2;Set C;Kokosnüsse haben einen höheren Fettanteil als Pistazie;0;false;0;3;19;56;3;395,88;3,67
19;57;2;Set B;Der Erfinder des Bikinis war ursprünglich Schuhdesigner;1;false;1;2;19;57;3;402,53;2,82
19;58;2;Set C;Nauru ist die kleinste souveräne Republik der Erde;0;true;0;1;19;58;3;408,23;3
19;59;2;Set C;Tennis wurde in englischen Klöstern erfunden;0;false;1;2;19;59;3;413,96;2,71
19;60;2;Set C;Weibliche Taranteln töten circa 99% ihrer Nachkommen;0;true;1;1;19;60;3;419,3;3,17
20;1;2;Set B;Das Zwerghörnchen ist das kleinste Säugetier Europa;0;false;1;1;20;1;3;88,91;3,42
20;2;2;Set B;Auf indischen Rupienscheinen sind 12 verschiedene Schriften.;0;false;0;1;20;2;3;95,3;2,96
20;3;2;Set C;Ein neugeborenes Panda-Baby ist kleiner als eine Maus.;1;true;1;4;20;3;3;100,98;2,2
20;4;2;Set C;Balsaholz ist die schwerste aller Holzarten.;1;false;0;1;20;4;3;108,31;3,99
20;5;2;Set C;In Angola ist Spanisch die offizielle Amtssprache.;1;false;1;1;20;5;3;115,08;3,44
20;6;2;Set C;Ein menschliches Haar wächst jährlich ca. 85 m;1;true;0;1;20;6;3;121,35;4,33
20;7;2;Set B;Der Schwertwal gehört zur Gattung der Delfine;0;true;1;1;20;7;3;129,32;3,53
20;8;2;Set B;Der Speisesaal eines Klosters wird Refektorium genannt.;0;true;0;1;20;8;3;135,47;2,87
20;9;2;Set C;Spanholz besteht hauptsächlich aus Birkenholz;1;true;0;1;20;9;3;141;3,57
